CID,Date_Key,Date,Day,Weekday,WeekDayName,IsWeekend,IsHoliday,HolidayText,DOWInMonth,DayOfYear,WeekOfMonth,WeekOfYear,ISOWeekOfYear,Month,MonthName,Quarter,QuarterName,Year,MMYYYY,MonthYear,order_name,OrderDate,order_number,LineID,sku,name,price,title,amount,quantity,product_id,variant_id,variant_title,total_discount,ClientID,options,barcode,InventoryItemId,InventoryQuantity,vendor,product_type,handle,status,CustomerID,first_name,last_name,email,currency,TotalSpent,AddressID,City,Province,Country
50,20220122.0,2022-01-22,22.0,7.0,Saturday,1.0,0.0,,4.0,22.0,4.0,4.0,3.0,1.0,January,1.0,First,2022.0,012022,Jan2022,#1103,2022-01-21 21:47:38+00:00,1103.0,10924507693232.0,26158910-black-united-kingdom,Folding Pet Dog Carrier Pad Waterproof Dog Seat Bag Basket Safe Carry House Cat Puppy Bag Dog Car Seat Pet Products - black / United Kingdom,17.46,Folding Pet Dog Carrier Pad Waterproof Dog Seat Bag Basket Safe Carry House Cat Puppy Bag Dog Car Seat Pet Products,17.46,1.0,7027703054512.0,41309464789168.0,black / United Kingdom,0.0,50.0,,,,,,,,,5169724031152.0,Hanabish,Rakshesha,hanabish001@gmail.com,CAD,7427.68,6529539702960.0,Winnipeg,Manitoba,Canada
50,20220123.0,2022-01-23,23.0,1.0,Sunday,1.0,0.0,,4.0,23.0,5.0,5.0,3.0,1.0,January,1.0,First,2022.0,012022,Jan2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220124.0,2022-01-24,24.0,2.0,Monday,0.0,0.0,,4.0,24.0,5.0,5.0,4.0,1.0,January,1.0,First,2022.0,012022,Jan2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220125.0,2022-01-25,25.0,3.0,Tuesday,0.0,0.0,,4.0,25.0,5.0,5.0,4.0,1.0,January,1.0,First,2022.0,012022,Jan2022,#1104,2022-01-25 13:16:49+00:00,1104.0,10933932818608.0,FSZW02940_B_L_NUB,Women's Leopard V-Neck Long Sleeve Tie Print Puff Sleeve Chiffon Shirt - Black / L,11.0,Women's Leopard V-Neck Long Sleeve Tie Print Puff Sleeve Chiffon Shirt,11.0,1.0,7029456928944.0,41317960122544.0,Black / L,0.0,50.0,,,,,,,,,5169724031152.0,Hanabish,Rakshesha,hanabish001@gmail.com,CAD,7427.68,6529539702960.0,Winnipeg,Manitoba,Canada
50,20220126.0,2022-01-26,26.0,4.0,Wednesday,0.0,0.0,,4.0,26.0,5.0,5.0,4.0,1.0,January,1.0,First,2022.0,012022,Jan2022,#1105,2022-01-26 12:21:44+00:00,1105.0,10936651612336.0,xx0xyl9,'Addict Stretch' chunky outsole sock knit high top sneakers - ASH - Black,876.0,'Addict Stretch' chunky outsole sock knit high top sneakers - ASH - Black,876.0,1.0,6733090455728.0,41223542735024.0,,0.0,50.0,Default Title,,43320642011312,-2.0,Lane Crawford,18,addict-stretch-chunky-outsole-sock-knit-high-top-sneakers-ash-black,active,5169724031152.0,Hanabish,Rakshesha,hanabish001@gmail.com,CAD,7427.68,6529539702960.0,Winnipeg,Manitoba,Canada
50,20220126.0,2022-01-26,26.0,4.0,Wednesday,0.0,0.0,,4.0,26.0,5.0,5.0,4.0,1.0,January,1.0,First,2022.0,012022,Jan2022,#1105,2022-01-26 12:21:44+00:00,1105.0,10936651645104.0,cbuq3chs,'Anaheim Factory Old Skool 36 DX' unisex canvas sneakers - Vans - Multi-colour,345.0,'Anaheim Factory Old Skool 36 DX' unisex canvas sneakers - Vans - Multi-colour,345.0,1.0,6733091373232.0,41223545356464.0,,0.0,50.0,Default Title,,43320644632752,-3.0,Lane Crawford,18,anaheim-factory-old-skool-36-dx-unisex-canvas-sneakers-vans-multi-colour,active,5169724031152.0,Hanabish,Rakshesha,hanabish001@gmail.com,CAD,7427.68,6529539702960.0,Winnipeg,Manitoba,Canada
50,20220127.0,2022-01-27,27.0,5.0,Thursday,0.0,0.0,,4.0,27.0,5.0,5.0,4.0,1.0,January,1.0,First,2022.0,012022,Jan2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220128.0,2022-01-28,28.0,6.0,Friday,0.0,0.0,,4.0,28.0,5.0,5.0,4.0,1.0,January,1.0,First,2022.0,012022,Jan2022,#1106,2022-01-28 07:38:44+00:00,1106.0,10942563287216.0,AB-TYR-073040,Emerald Created White Diamond Women Ring - US4,30.37,Emerald Created White Diamond Women Ring,30.37,1.0,7031720902832.0,41326841266352.0,US4,0.0,50.0,,,,,,,,,5272824610992.0,Trix,Pilgrim,xrcvraftzvs@temporary-mail.net,CAD,8995.47,6468934434992.0,Winnipeg,Manitoba,Canada
50,20220128.0,2022-01-28,28.0,6.0,Friday,0.0,0.0,,4.0,28.0,5.0,5.0,4.0,1.0,January,1.0,First,2022.0,012022,Jan2022,#1106,2022-01-28 07:38:44+00:00,1106.0,10942563319984.0,AB-RET-001W065,5A Cubic Zirconia Marquise Bezel Ring - US 6.5 / White,22.01,5A Cubic Zirconia Marquise Bezel Ring,22.01,1.0,7031720870064.0,41326841102512.0,US 6.5 / White,0.0,50.0,,,,,,,,,5272824610992.0,Trix,Pilgrim,xrcvraftzvs@temporary-mail.net,CAD,8995.47,6468934434992.0,Winnipeg,Manitoba,Canada
50,20220128.0,2022-01-28,28.0,6.0,Friday,0.0,0.0,,4.0,28.0,5.0,5.0,4.0,1.0,January,1.0,First,2022.0,012022,Jan2022,#1106,2022-01-28 07:38:44+00:00,1106.0,10942563352752.0,AB-RET-001W050,5A Cubic Zirconia Marquise Bezel Ring - US 5 / White,22.01,5A Cubic Zirconia Marquise Bezel Ring,22.01,1.0,7031720870064.0,41326841004208.0,US 5 / White,0.0,50.0,,,,,,,,,5272824610992.0,Trix,Pilgrim,xrcvraftzvs@temporary-mail.net,CAD,8995.47,6468934434992.0,Winnipeg,Manitoba,Canada
50,20220129.0,2022-01-29,29.0,7.0,Saturday,1.0,0.0,,5.0,29.0,5.0,5.0,4.0,1.0,January,1.0,First,2022.0,012022,Jan2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220130.0,2022-01-30,30.0,1.0,Sunday,1.0,0.0,,5.0,30.0,6.0,6.0,4.0,1.0,January,1.0,First,2022.0,012022,Jan2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220131.0,2022-01-31,31.0,2.0,Monday,0.0,0.0,,5.0,31.0,6.0,6.0,5.0,1.0,January,1.0,First,2022.0,012022,Jan2022,#1107,2022-01-31 12:14:08+00:00,1107.0,10950260818096.0,AB-TYR-073040,Emerald Created White Diamond Women Ring - US4,30.37,Emerald Created White Diamond Women Ring,30.37,1.0,7031720902832.0,41326841266352.0,US4,0.0,50.0,,,,,,,,,5323663835312.0,Trix,Pilgrim,hanabish002@gmail.com,CAD,1608.85,6602150019248.0,Winnipeg,Manitoba,Canada
50,20220201.0,2022-02-01,1.0,3.0,Tuesday,0.0,0.0,,1.0,32.0,1.0,6.0,5.0,2.0,February,1.0,First,2022.0,022022,Feb2022,#1108,2022-02-01 10:43:59+00:00,1108.0,10952661794992.0,2000000171435,Dreamer with wings graphic tee - Ash Gray / S,68.76,Dreamer with wings graphic tee,68.76,1.0,7033796198576.0,41335610638512.0,Ash Gray / S,0.0,50.0,,,,,,,,,5169724031152.0,Hanabish,Rakshesha,hanabish001@gmail.com,CAD,7427.68,6529539702960.0,Winnipeg,Manitoba,Canada
50,20220201.0,2022-02-01,1.0,3.0,Tuesday,0.0,0.0,,1.0,32.0,1.0,6.0,5.0,2.0,February,1.0,First,2022.0,022022,Feb2022,#1109,2022-02-01 10:46:29+00:00,1109.0,10952664514736.0,2000000208542,A Day Without Coffee Graphic Sweatshirt - Heather Forest Green / L,108.76,A Day Without Coffee Graphic Sweatshirt,108.76,1.0,7033797738672.0,41335615226032.0,Heather Forest Green / L,0.0,50.0,,,,,,,,,5323663835312.0,Trix,Pilgrim,hanabish002@gmail.com,CAD,1608.85,6602150019248.0,Winnipeg,Manitoba,Canada
50,20220202.0,2022-02-02,2.0,4.0,Wednesday,0.0,0.0,,1.0,33.0,1.0,6.0,5.0,2.0,February,1.0,First,2022.0,022022,Feb2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220203.0,2022-02-03,3.0,5.0,Thursday,0.0,0.0,,1.0,34.0,1.0,6.0,5.0,2.0,February,1.0,First,2022.0,022022,Feb2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220204.0,2022-02-04,4.0,6.0,Friday,0.0,0.0,,1.0,35.0,1.0,6.0,5.0,2.0,February,1.0,First,2022.0,022022,Feb2022,#1110,2022-02-04 10:31:19+00:00,1110.0,10960572219568.0,cbuq3chs,'Anaheim Factory Old Skool 36 DX' unisex canvas sneakers - Vans - Multi-colour,345.0,'Anaheim Factory Old Skool 36 DX' unisex canvas sneakers - Vans - Multi-colour,345.0,1.0,6733091373232.0,41223545356464.0,,0.0,50.0,Default Title,,43320644632752,-3.0,Lane Crawford,18,anaheim-factory-old-skool-36-dx-unisex-canvas-sneakers-vans-multi-colour,active,5764891214000.0,Hanabi,Rakshesha,yhana@shopify.com,CAD,0.0,7006384521392.0,Terrace Bay,Ontario,Canada
50,20220204.0,2022-02-04,4.0,6.0,Friday,0.0,0.0,,1.0,35.0,1.0,6.0,5.0,2.0,February,1.0,First,2022.0,022022,Feb2022,#1111,2022-02-04 12:07:35+00:00,1111.0,10960674783408.0,14:771#pink,'17 Banded' bikini bottoms - Norma Kamali - Black - pink,3.79,'17 Banded' bikini bottoms - Norma Kamali - Black,3.79,1.0,6733085442224.0,40116704510128.0,pink,0.0,50.0,pink,,42211596894384,-14.0,Lane Crawford,20,17-banded-bikini-bottoms-norma-kamali-black,active,5169724031152.0,Hanabish,Rakshesha,hanabish001@gmail.com,CAD,7427.68,6529539702960.0,Winnipeg,Manitoba,Canada
50,20220205.0,2022-02-05,5.0,7.0,Saturday,1.0,0.0,,1.0,36.0,1.0,6.0,5.0,2.0,February,1.0,First,2022.0,022022,Feb2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220206.0,2022-02-06,6.0,1.0,Sunday,1.0,0.0,,1.0,37.0,2.0,7.0,5.0,2.0,February,1.0,First,2022.0,022022,Feb2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220207.0,2022-02-07,7.0,2.0,Monday,0.0,0.0,,1.0,38.0,2.0,7.0,6.0,2.0,February,1.0,First,2022.0,022022,Feb2022,#1112,2022-02-07 10:50:29+00:00,1112.0,10968075567280.0,14:771#pink,'17 Banded' bikini bottoms - Norma Kamali - Black - pink,3.79,'17 Banded' bikini bottoms - Norma Kamali - Black,11.370000000000001,3.0,6733085442224.0,40116704510128.0,pink,0.0,50.0,pink,,42211596894384,-14.0,Lane Crawford,20,17-banded-bikini-bottoms-norma-kamali-black,active,5169724031152.0,Hanabish,Rakshesha,hanabish001@gmail.com,CAD,7427.68,6529539702960.0,Winnipeg,Manitoba,Canada
50,20220208.0,2022-02-08,8.0,3.0,Tuesday,0.0,0.0,,2.0,39.0,2.0,7.0,6.0,2.0,February,1.0,First,2022.0,022022,Feb2022,#1113,2022-02-08 08:59:39+00:00,1113.0,10970406518960.0,,Custom Star Map - A2 / Canvas,3.0,Custom Star Map,3.0,1.0,7038549033136.0,41355591778480.0,A2 / Canvas,0.0,50.0,,,,,,,,,5169724031152.0,Hanabish,Rakshesha,hanabish001@gmail.com,CAD,7427.68,6529539702960.0,Winnipeg,Manitoba,Canada
50,20220209.0,2022-02-09,9.0,4.0,Wednesday,0.0,0.0,,2.0,40.0,2.0,7.0,6.0,2.0,February,1.0,First,2022.0,022022,Feb2022,#1114,2022-02-09 14:03:15+00:00,1114.0,10973622993072.0,14:771#pink,'17 Banded' bikini bottoms - Norma Kamali - Black - pink,3.79,'17 Banded' bikini bottoms - Norma Kamali - Black,15.16,4.0,6733085442224.0,40116704510128.0,pink,0.0,50.0,pink,,42211596894384,-14.0,Lane Crawford,20,17-banded-bikini-bottoms-norma-kamali-black,active,5169724031152.0,Hanabish,Rakshesha,hanabish001@gmail.com,CAD,7427.68,6529539702960.0,Winnipeg,Manitoba,Canada
50,20220210.0,2022-02-10,10.0,5.0,Thursday,0.0,0.0,,2.0,41.0,2.0,7.0,6.0,2.0,February,1.0,First,2022.0,022022,Feb2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220211.0,2022-02-11,11.0,6.0,Friday,0.0,0.0,,2.0,42.0,2.0,7.0,6.0,2.0,February,1.0,First,2022.0,022022,Feb2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220212.0,2022-02-12,12.0,7.0,Saturday,1.0,0.0,,2.0,43.0,2.0,7.0,6.0,2.0,February,1.0,First,2022.0,022022,Feb2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220213.0,2022-02-13,13.0,1.0,Sunday,1.0,0.0,,2.0,44.0,3.0,8.0,6.0,2.0,February,1.0,First,2022.0,022022,Feb2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220214.0,2022-02-14,14.0,2.0,Monday,0.0,0.0,,2.0,45.0,3.0,8.0,7.0,2.0,February,1.0,First,2022.0,022022,Feb2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220215.0,2022-02-15,15.0,3.0,Tuesday,0.0,0.0,,3.0,46.0,3.0,8.0,7.0,2.0,February,1.0,First,2022.0,022022,Feb2022,#1115,2022-02-15 10:41:52+00:00,1115.0,10987750293680.0,14:771#pink,'17 Banded' bikini bottoms - Norma Kamali - Black - pink,3.79,'17 Banded' bikini bottoms - Norma Kamali - Black,3.79,1.0,6733085442224.0,40116704510128.0,pink,0.0,50.0,pink,,42211596894384,-14.0,Lane Crawford,20,17-banded-bikini-bottoms-norma-kamali-black,active,5781333868720.0,Hanabish,Rakshesha,yahana@shopify.com,CAD,0.0,7006383014064.0,Terrace Bay,Ontario,Canada
50,20220215.0,2022-02-15,15.0,3.0,Tuesday,0.0,0.0,,3.0,46.0,3.0,8.0,7.0,2.0,February,1.0,First,2022.0,022022,Feb2022,#1116,2022-02-15 10:43:43+00:00,1116.0,10987753177264.0,xx0xyl9,'Addict Stretch' chunky outsole sock knit high top sneakers - ASH - Black,876.0,'Addict Stretch' chunky outsole sock knit high top sneakers - ASH - Black,876.0,1.0,6733090455728.0,41223542735024.0,,0.0,50.0,Default Title,,43320642011312,-2.0,Lane Crawford,18,addict-stretch-chunky-outsole-sock-knit-high-top-sneakers-ash-black,active,5764891214000.0,Hanabi,Rakshesha,yhana@shopify.com,CAD,0.0,7006384521392.0,Terrace Bay,Ontario,Canada
50,20220215.0,2022-02-15,15.0,3.0,Tuesday,0.0,0.0,,3.0,46.0,3.0,8.0,7.0,2.0,February,1.0,First,2022.0,022022,Feb2022,#1117,2022-02-15 15:57:35+00:00,1117.0,10988713672880.0,14:771#pink,'Ace' glass crystal strap leather flatform sneakers - Gucci - White - pink,3.79,'Ace' glass crystal strap leather flatform sneakers - Gucci - White,3.79,1.0,6733092323504.0,40116716470448.0,pink,0.0,50.0,pink,,42211608854704,-3.0,Lane Crawford,17,ace-glass-crystal-strap-leather-flatform-sneakers-gucci-white,active,5781546729648.0,Test,Name,testing@gmail.com,CAD,0.0,7006690246832.0,Surat,Gujarat,India
50,20220216.0,2022-02-16,16.0,4.0,Wednesday,0.0,0.0,,3.0,47.0,3.0,8.0,7.0,2.0,February,1.0,First,2022.0,022022,Feb2022,#1118,2022-02-16 08:58:36+00:00,1118.0,10991358509232.0,14:771#pink,'17 Banded' bikini bottoms - Norma Kamali - Black - pink,3.79,'17 Banded' bikini bottoms - Norma Kamali - Black,3.79,1.0,6733085442224.0,40116704510128.0,pink,0.0,50.0,pink,,42211596894384,-14.0,Lane Crawford,20,17-banded-bikini-bottoms-norma-kamali-black,active,5169724031152.0,Hanabish,Rakshesha,hanabish001@gmail.com,CAD,7427.68,6529539702960.0,Winnipeg,Manitoba,Canada
50,20220216.0,2022-02-16,16.0,4.0,Wednesday,0.0,0.0,,3.0,47.0,3.0,8.0,7.0,2.0,February,1.0,First,2022.0,022022,Feb2022,#1118,2022-02-16 08:58:36+00:00,1118.0,10991359295664.0,1G130W_6806_ZZ1,Pinko - 1G130W_6806 - White - white / 38,79.0,Pinko - 1G130W_6806 - White,79.0,1.0,6733051625648.0,40013550420144.0,white / 38,0.0,50.0,,,,,,,,,5169724031152.0,Hanabish,Rakshesha,hanabish001@gmail.com,CAD,7427.68,6529539702960.0,Winnipeg,Manitoba,Canada
50,20220217.0,2022-02-17,17.0,5.0,Thursday,0.0,0.0,,3.0,48.0,3.0,8.0,7.0,2.0,February,1.0,First,2022.0,022022,Feb2022,#1119,2022-02-17 09:24:47+00:00,1119.0,10993947869360.0,14:771#pink,'17 Banded' bikini bottoms - Norma Kamali - Black - pink,3.79,'17 Banded' bikini bottoms - Norma Kamali - Black,3.79,1.0,6733085442224.0,40116704510128.0,pink,0.0,50.0,pink,,42211596894384,-14.0,Lane Crawford,20,17-banded-bikini-bottoms-norma-kamali-black,active,5169724031152.0,Hanabish,Rakshesha,hanabish001@gmail.com,CAD,7427.68,6529539702960.0,Winnipeg,Manitoba,Canada
50,20220217.0,2022-02-17,17.0,5.0,Thursday,0.0,0.0,,3.0,48.0,3.0,8.0,7.0,2.0,February,1.0,First,2022.0,022022,Feb2022,#1119,2022-02-17 09:24:47+00:00,1119.0,10993948197040.0,1G130W_6806_ZZ1,Pinko - 1G130W_6806 - White - white / 38,79.0,Pinko - 1G130W_6806 - White,79.0,1.0,6733051625648.0,40013550420144.0,white / 38,0.0,50.0,,,,,,,,,5169724031152.0,Hanabish,Rakshesha,hanabish001@gmail.com,CAD,7427.68,6529539702960.0,Winnipeg,Manitoba,Canada
50,20220217.0,2022-02-17,17.0,5.0,Thursday,0.0,0.0,,3.0,48.0,3.0,8.0,7.0,2.0,February,1.0,First,2022.0,022022,Feb2022,#1120,2022-02-17 09:26:56+00:00,1120.0,10993949704368.0,14:771#pink,'17 Banded' bikini bottoms - Norma Kamali - Black - pink,3.79,'17 Banded' bikini bottoms - Norma Kamali - Black,3.79,1.0,6733085442224.0,40116704510128.0,pink,0.0,50.0,pink,,42211596894384,-14.0,Lane Crawford,20,17-banded-bikini-bottoms-norma-kamali-black,active,5169724031152.0,Hanabish,Rakshesha,hanabish001@gmail.com,CAD,7427.68,6529539702960.0,Winnipeg,Manitoba,Canada
50,20220217.0,2022-02-17,17.0,5.0,Thursday,0.0,0.0,,3.0,48.0,3.0,8.0,7.0,2.0,February,1.0,First,2022.0,022022,Feb2022,#1120,2022-02-17 09:26:56+00:00,1120.0,10993949900976.0,ML574SKA,New Balance - ML574 - Grey - grey / EU 42,81.0,New Balance - ML574 - Grey,81.0,1.0,6733051265200.0,40013549994160.0,grey / EU 42,0.0,50.0,,,,,,,,,5169724031152.0,Hanabish,Rakshesha,hanabish001@gmail.com,CAD,7427.68,6529539702960.0,Winnipeg,Manitoba,Canada
50,20220217.0,2022-02-17,17.0,5.0,Thursday,0.0,0.0,,3.0,48.0,3.0,8.0,7.0,2.0,February,1.0,First,2022.0,022022,Feb2022,#1121,2022-02-17 10:15:27+00:00,1121.0,10993996234928.0,AB-TYR-073040,Emerald Created White Diamond Women Ring - US4,30.37,Emerald Created White Diamond Women Ring,30.37,1.0,7031720902832.0,41326841266352.0,US4,0.0,50.0,,,,,,,,,5169724031152.0,Hanabish,Rakshesha,hanabish001@gmail.com,CAD,7427.68,6529539702960.0,Winnipeg,Manitoba,Canada
50,20220217.0,2022-02-17,17.0,5.0,Thursday,0.0,0.0,,3.0,48.0,3.0,8.0,7.0,2.0,February,1.0,First,2022.0,022022,Feb2022,#1121,2022-02-17 10:15:27+00:00,1121.0,10993996267696.0,cbuq3chs,'Anaheim Factory Old Skool 36 DX' unisex canvas sneakers - Vans - Multi-colour,345.0,'Anaheim Factory Old Skool 36 DX' unisex canvas sneakers - Vans - Multi-colour,345.0,1.0,6733091373232.0,41223545356464.0,,0.0,50.0,Default Title,,43320644632752,-3.0,Lane Crawford,18,anaheim-factory-old-skool-36-dx-unisex-canvas-sneakers-vans-multi-colour,active,5169724031152.0,Hanabish,Rakshesha,hanabish001@gmail.com,CAD,7427.68,6529539702960.0,Winnipeg,Manitoba,Canada
50,20220218.0,2022-02-18,18.0,6.0,Friday,0.0,0.0,,3.0,49.0,3.0,8.0,7.0,2.0,February,1.0,First,2022.0,022022,Feb2022,#1122,2022-02-18 10:41:00+00:00,1122.0,10997379006640.0,14:771#pink,'17 Banded' bikini bottoms - Norma Kamali - Black - pink,3.79,'17 Banded' bikini bottoms - Norma Kamali - Black,3.79,1.0,6733085442224.0,40116704510128.0,pink,0.0,50.0,pink,,42211596894384,-14.0,Lane Crawford,20,17-banded-bikini-bottoms-norma-kamali-black,active,5784682102960.0,Hanabi,Rakshesha,noreply@shopify.com,CAD,0.0,7011118153904.0,Islamabad,,Pakistan
50,20220219.0,2022-02-19,19.0,7.0,Saturday,1.0,0.0,,3.0,50.0,3.0,8.0,7.0,2.0,February,1.0,First,2022.0,022022,Feb2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220220.0,2022-02-20,20.0,1.0,Sunday,1.0,0.0,,3.0,51.0,4.0,9.0,7.0,2.0,February,1.0,First,2022.0,022022,Feb2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220221.0,2022-02-21,21.0,2.0,Monday,0.0,1.0,President's Day,3.0,52.0,4.0,9.0,8.0,2.0,February,1.0,First,2022.0,022022,Feb2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220222.0,2022-02-22,22.0,3.0,Tuesday,0.0,0.0,,4.0,53.0,4.0,9.0,8.0,2.0,February,1.0,First,2022.0,022022,Feb2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220223.0,2022-02-23,23.0,4.0,Wednesday,0.0,0.0,,4.0,54.0,4.0,9.0,8.0,2.0,February,1.0,First,2022.0,022022,Feb2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220224.0,2022-02-24,24.0,5.0,Thursday,0.0,0.0,,4.0,55.0,4.0,9.0,8.0,2.0,February,1.0,First,2022.0,022022,Feb2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220225.0,2022-02-25,25.0,6.0,Friday,0.0,0.0,,4.0,56.0,4.0,9.0,8.0,2.0,February,1.0,First,2022.0,022022,Feb2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220226.0,2022-02-26,26.0,7.0,Saturday,1.0,0.0,,4.0,57.0,4.0,9.0,8.0,2.0,February,1.0,First,2022.0,022022,Feb2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220227.0,2022-02-27,27.0,1.0,Sunday,1.0,0.0,,4.0,58.0,5.0,10.0,8.0,2.0,February,1.0,First,2022.0,022022,Feb2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220228.0,2022-02-28,28.0,2.0,Monday,0.0,0.0,,4.0,59.0,5.0,10.0,9.0,2.0,February,1.0,First,2022.0,022022,Feb2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220301.0,2022-03-01,1.0,3.0,Tuesday,0.0,0.0,,1.0,60.0,1.0,10.0,9.0,3.0,March,1.0,First,2022.0,032022,Mar2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220302.0,2022-03-02,2.0,4.0,Wednesday,0.0,0.0,,1.0,61.0,1.0,10.0,9.0,3.0,March,1.0,First,2022.0,032022,Mar2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220303.0,2022-03-03,3.0,5.0,Thursday,0.0,0.0,,1.0,62.0,1.0,10.0,9.0,3.0,March,1.0,First,2022.0,032022,Mar2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220304.0,2022-03-04,4.0,6.0,Friday,0.0,0.0,,1.0,63.0,1.0,10.0,9.0,3.0,March,1.0,First,2022.0,032022,Mar2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220305.0,2022-03-05,5.0,7.0,Saturday,1.0,0.0,,1.0,64.0,1.0,10.0,9.0,3.0,March,1.0,First,2022.0,032022,Mar2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220306.0,2022-03-06,6.0,1.0,Sunday,1.0,0.0,,1.0,65.0,2.0,11.0,9.0,3.0,March,1.0,First,2022.0,032022,Mar2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220307.0,2022-03-07,7.0,2.0,Monday,0.0,0.0,,1.0,66.0,2.0,11.0,10.0,3.0,March,1.0,First,2022.0,032022,Mar2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220308.0,2022-03-08,8.0,3.0,Tuesday,0.0,0.0,,2.0,67.0,2.0,11.0,10.0,3.0,March,1.0,First,2022.0,032022,Mar2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220309.0,2022-03-09,9.0,4.0,Wednesday,0.0,0.0,,2.0,68.0,2.0,11.0,10.0,3.0,March,1.0,First,2022.0,032022,Mar2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220310.0,2022-03-10,10.0,5.0,Thursday,0.0,0.0,,2.0,69.0,2.0,11.0,10.0,3.0,March,1.0,First,2022.0,032022,Mar2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220311.0,2022-03-11,11.0,6.0,Friday,0.0,0.0,,2.0,70.0,2.0,11.0,10.0,3.0,March,1.0,First,2022.0,032022,Mar2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220312.0,2022-03-12,12.0,7.0,Saturday,1.0,0.0,,2.0,71.0,2.0,11.0,10.0,3.0,March,1.0,First,2022.0,032022,Mar2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220313.0,2022-03-13,13.0,1.0,Sunday,1.0,0.0,,2.0,72.0,3.0,12.0,10.0,3.0,March,1.0,First,2022.0,032022,Mar2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220314.0,2022-03-14,14.0,2.0,Monday,0.0,0.0,,2.0,73.0,3.0,12.0,11.0,3.0,March,1.0,First,2022.0,032022,Mar2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220315.0,2022-03-15,15.0,3.0,Tuesday,0.0,0.0,,3.0,74.0,3.0,12.0,11.0,3.0,March,1.0,First,2022.0,032022,Mar2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220316.0,2022-03-16,16.0,4.0,Wednesday,0.0,0.0,,3.0,75.0,3.0,12.0,11.0,3.0,March,1.0,First,2022.0,032022,Mar2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220317.0,2022-03-17,17.0,5.0,Thursday,0.0,0.0,,3.0,76.0,3.0,12.0,11.0,3.0,March,1.0,First,2022.0,032022,Mar2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220318.0,2022-03-18,18.0,6.0,Friday,0.0,0.0,,3.0,77.0,3.0,12.0,11.0,3.0,March,1.0,First,2022.0,032022,Mar2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20220319.0,2022-03-19,19.0,7.0,Saturday,1.0,0.0,,3.0,78.0,3.0,12.0,11.0,3.0,March,1.0,First,2022.0,032022,Mar2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
